#,id,user_id,card_id,quantity,created_at,updated_at,serial_number
39,08b55278-c405-4938-a652-3294f3125144,0adf634a-aeaa-5ead-9226-579742300709,cf874cea-4f40-4f15-a092-11eb51135ff2,4,2026-01-02 16:27:46.307320 +00:00,2026-01-08 17:02:44.333534 +00:00,
40,c1f64718-e34c-4fe6-871d-d7a913fb298b,be01859d-c639-519b-bb91-0557aef6dff8,8545ce70-71ef-4a39-8a3e-4f373c5324de,2,2026-01-02 16:40:44.963670 +00:00,2026-01-08 14:04:39.112452 +00:00,
41,6321aab3-5af1-4846-b8b6-63121b49e5ea,cb14a994-08a9-5427-9494-6d7701ad1a48,e3cd7913-d4cd-4657-8ed1-ffb6cbdfcf0b,1,2026-01-02 16:14:39.597639 +00:00,2026-01-02 16:14:39.597639 +00:00,
42,12bbf8af-29ef-4beb-acf1-54ac7090c321,1498934c-d379-5eda-863b-b0f065c08fdf,6a1be29e-bef9-40dd-b415-0483a0a0ca7f,2,2026-01-02 16:10:04.809529 +00:00,2026-01-04 01:32:23.026983 +00:00,
43,0a84654d-0ae8-4b57-9421-1b52da5c13bf,da4ee0fc-867d-5fcb-9f38-3bff39f8f8b3,cdac1fc8-7c01-4844-8f00-5c55fbd35c57,1,2026-01-08 17:04:07.056300 +00:00,2026-01-08 17:04:07.056300 +00:00,
44,c054e0b1-fde8-4644-9c74-ed267c1fc8da,be01859d-c639-519b-bb91-0557aef6dff8,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,3,2026-01-02 16:40:44.963670 +00:00,2026-01-04 17:01:56.784009 +00:00,
45,5aff2246-89e0-42f4-93cb-b558cd1c13cb,683420ff-bcc1-5db3-b8fa-38f15f96cbad,6c61932e-2f87-4061-b747-fffebe54f8bb,1,2026-01-03 17:55:57.537532 +00:00,2026-01-08 17:03:53.439049 +00:00,
46,96ab2b26-9b52-40cf-951f-416522cd93b3,9fcc159e-0ae1-520d-b236-4f5bcd5817de,d2a02d6b-cad2-4b14-ba5d-fe4a948c9afd,1,2026-01-02 16:38:35.963228 +00:00,2026-01-08 13:12:18.161205 +00:00,
47,357df786-7611-4c74-a510-dd49ba3154d7,bbb9d4e1-f080-5fe6-994f-2413966941ba,a3f9bc6e-0d76-4596-a629-017e1bf15252,1,2026-01-08 17:04:07.987766 +00:00,2026-01-08 17:04:07.987766 +00:00,
48,2ebb9929-2e9a-432d-970a-00dbb6c97030,025b32f9-c570-5961-96a4-d478ca21ca27,a3f9bc6e-0d76-4596-a629-017e1bf15252,1,2026-01-07 03:35:06.337209 +00:00,2026-01-07 03:35:06.337209 +00:00,
49,67fbbd1c-d732-4f1d-95ab-d3e468f4f37c,9fcc159e-0ae1-520d-b236-4f5bcd5817de,6a1be29e-bef9-40dd-b415-0483a0a0ca7f,1,2026-01-02 16:38:35.963228 +00:00,2026-01-08 13:12:08.509450 +00:00,
50,d28f0ab9-6dfc-4b71-8ade-e17b7e6966aa,ae43c75b-a8d9-52cc-984a-e635a589a8fd,a3f9bc6e-0d76-4596-a629-017e1bf15252,3,2026-01-05 18:16:01.250899 +00:00,2026-01-08 17:58:12.992097 +00:00,
51,fbf7919d-f80f-4989-a628-3c2eb315a4ff,8ed1d772-8a00-5e3c-b31d-fb3bdaf8f471,cd7ad73c-6c7f-409a-9b38-9790691947b0,2,2026-01-03 00:31:25.522796 +00:00,2026-01-09 01:04:37.565868 +00:00,
52,c70b58e0-c1ec-4699-9ed5-1051b8078bda,835e41b8-b0b3-5bf5-b4c2-ae5a757fc417,d2a02d6b-cad2-4b14-ba5d-fe4a948c9afd,2,2026-01-03 17:45:39.554536 +00:00,2026-01-05 17:19:28.784325 +00:00,
53,81e26606-2629-43f5-af83-966d20291db3,0adf634a-aeaa-5ead-9226-579742300709,47bc640f-29d0-40d7-8fb1-754d659d757d,2,2026-01-02 16:27:46.307320 +00:00,2026-01-06 20:49:29.309176 +00:00,
54,62a955cc-e536-4a92-b39f-88e8994eadc8,bf56e1f1-334c-5f6b-8bd4-103277e84837,b6949dfd-667c-4d6e-af5d-7ae11a391ef4,1,2026-01-08 17:04:12.241045 +00:00,2026-01-08 17:04:12.241045 +00:00,
55,5079e2bb-566e-430a-981b-39e5c6403c00,3c2124ad-7729-5775-b166-1333983cbd7b,d2a02d6b-cad2-4b14-ba5d-fe4a948c9afd,1,2026-01-02 16:17:51.737817 +00:00,2026-01-02 16:17:51.737817 +00:00,
56,faed8850-836f-4579-83ad-d0cb2509b961,c7668516-e9ad-591f-ad75-59618f44f1c6,52dda1b6-c2a3-462f-9331-6d5412a27e16,1,2026-01-09 09:58:38.586628 +00:00,2026-01-09 09:58:38.586628 +00:00,
57,d295f63c-44a8-4ff6-8996-9c5dac6adca2,0759e9d6-c4e0-57a3-8871-d37978c4c94b,7bb7f905-73f3-4bfe-af55-2b82985ee53b,1,2026-01-07 20:47:23.507574 +00:00,2026-01-07 20:47:23.507574 +00:00,
58,7c5d1eea-64eb-4886-bede-37c7d028d437,3c2124ad-7729-5775-b166-1333983cbd7b,cf874cea-4f40-4f15-a092-11eb51135ff2,1,2026-01-02 16:17:51.737817 +00:00,2026-01-02 16:17:51.737817 +00:00,
59,5f2e116f-c12b-4d18-a489-53ae12e564fa,0d44f596-4865-5087-aafc-7c5e113c1850,cd7ad73c-6c7f-409a-9b38-9790691947b0,1,2026-01-06 17:05:23.588370 +00:00,2026-01-06 17:05:23.588370 +00:00,
60,7de97341-4c17-48b4-97fe-70b7aa899403,a2f1fa0d-0bb0-5713-b845-145990548bb5,6a1be29e-bef9-40dd-b415-0483a0a0ca7f,1,2026-01-03 17:08:25.444054 +00:00,2026-01-09 03:08:47.952417 +00:00,
61,ef9edbb9-2220-46df-9713-37c67eff10a6,1138e5f0-7eb5-5ed9-b227-74b2dc974a61,0f15da39-f11d-4e4d-b277-89569fddca98,2,2026-01-07 20:01:10.460868 +00:00,2026-01-09 06:10:07.913681 +00:00,
62,7c5ac08e-c491-4342-8af9-703a12697fae,1674e325-a4eb-5591-903c-e81aaf07b579,fec0877d-ca36-4c8f-b57d-c5ebcae7a421,2,2026-01-03 07:33:00.338765 +00:00,2026-01-06 17:20:18.142109 +00:00,
63,f5301385-fc46-4e27-9daa-2aa83641282b,8ed1d772-8a00-5e3c-b31d-fb3bdaf8f471,efa05285-2cb7-4cc6-80a6-73f9d68be34c,1,2026-01-03 00:31:25.522796 +00:00,2026-01-09 01:03:00.934849 +00:00,
64,24afa790-a251-4cec-8643-c659c3aeb660,f8e007a0-c210-50ca-a8a5-a0d4e2ffbaf4,638dc68d-c793-4e62-8d00-45a00ee27df2,1,2026-01-02 16:39:05.871683 +00:00,2026-01-07 17:06:11.411271 +00:00,
65,2ca9ff7b-5e58-4a59-aca5-d9a369f0a7af,1138e5f0-7eb5-5ed9-b227-74b2dc974a61,6c61932e-2f87-4061-b747-fffebe54f8bb,3,2026-01-03 05:28:04.591469 +00:00,2026-01-09 06:10:07.913681 +00:00,
66,7cb5e063-5557-4652-a96f-b419ea4ff61a,be01859d-c639-519b-bb91-0557aef6dff8,42839bc8-6170-4cdd-aaf3-cc77437f92e4,1,2026-01-02 16:40:44.963670 +00:00,2026-01-08 14:04:46.831700 +00:00,
67,e7322ab2-276d-41ae-81fa-ed4230273ca5,a1cfe0ec-4176-5308-91c9-f69b6c3a5802,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,2,2026-01-02 16:39:31.914371 +00:00,2026-01-08 17:15:52.359154 +00:00,
68,a882d06a-c2df-45c3-975d-8580c24ae976,2f698268-46d0-5c9e-912c-f8ed8cd643b5,efa05285-2cb7-4cc6-80a6-73f9d68be34c,3,2026-01-03 10:16:29.232413 +00:00,2026-01-08 17:55:00.627554 +00:00,
69,146729fc-e713-4d95-a50e-110bc79cdf1b,a1cfe0ec-4176-5308-91c9-f69b6c3a5802,3f459b32-ba03-4bc6-9888-050eb404f35b,0,2026-01-02 16:39:31.914371 +00:00,2026-01-07 18:05:20.754376 +00:00,
70,be001275-080b-4182-b581-a795ff930716,55ba2a08-1329-5b9d-8161-80346ca1a818,0f15da39-f11d-4e4d-b277-89569fddca98,4,2026-01-02 17:26:07.256662 +00:00,2026-01-08 19:41:33.366063 +00:00,
71,5c65f9fa-687a-48b4-b315-9a15cd36fec5,746f52b8-4166-5694-a147-056aa9954d48,efa05285-2cb7-4cc6-80a6-73f9d68be34c,0,2026-01-02 16:37:41.916167 +00:00,2026-01-08 17:02:18.209053 +00:00,
72,b861ee01-864c-4e0d-a31e-815bfbaa77d7,65aa485f-b93a-50f8-9199-9bdf75694d11,638dc68d-c793-4e62-8d00-45a00ee27df2,4,2026-01-02 17:03:01.524037 +00:00,2026-01-09 11:56:23.367807 +00:00,
73,7fa56307-4a56-4817-bb2e-625a8f6ebe67,1498934c-d379-5eda-863b-b0f065c08fdf,6c61932e-2f87-4061-b747-fffebe54f8bb,5,2026-01-02 16:10:04.809529 +00:00,2026-01-08 07:41:47.210560 +00:00,
74,af332a00-57aa-4ea2-9b1c-757c6d536228,9fcc159e-0ae1-520d-b236-4f5bcd5817de,cdac1fc8-7c01-4844-8f00-5c55fbd35c57,2,2026-01-02 16:38:35.963228 +00:00,2026-01-08 13:04:12.925167 +00:00,
75,6e1e34ed-898f-4e74-9a71-a03de39b7b42,55ba2a08-1329-5b9d-8161-80346ca1a818,d2a02d6b-cad2-4b14-ba5d-fe4a948c9afd,3,2026-01-02 17:26:07.256662 +00:00,2026-01-08 19:41:33.366063 +00:00,
76,12b297c2-b95d-4e13-868f-73ee6f77761f,f8e007a0-c210-50ca-a8a5-a0d4e2ffbaf4,3a767470-1898-4b92-a8b6-2ab9bd3d03db,1,2026-01-02 16:39:05.871683 +00:00,2026-01-02 16:39:05.871683 +00:00,
77,c1ef7442-3938-4c4b-a993-d21eb750ee0d,b1454e5f-a082-530d-9716-92252c02d8ed,47bc640f-29d0-40d7-8fb1-754d659d757d,1,2026-01-03 03:07:55.999167 +00:00,2026-01-09 05:33:31.593987 +00:00,
78,9a40d9ca-ea09-42dd-8f1c-da1ec6cc7bde,18a7fdd0-99f4-5452-a7b0-31a1c2f8dd9e,0f15da39-f11d-4e4d-b277-89569fddca98,1,2026-01-04 02:12:01.198430 +00:00,2026-01-04 02:12:01.198430 +00:00,
79,f671c448-5031-4aef-aba9-9982b7e44174,18a7fdd0-99f4-5452-a7b0-31a1c2f8dd9e,7bb7f905-73f3-4bfe-af55-2b82985ee53b,1,2026-01-04 02:12:01.198430 +00:00,2026-01-04 02:12:01.198430 +00:00,
80,38d391ed-07ed-46da-84d7-70262fbdf015,18a7fdd0-99f4-5452-a7b0-31a1c2f8dd9e,c37d164e-9acf-44e7-818f-40e0d905413a,1,2026-01-04 02:12:01.198430 +00:00,2026-01-04 02:12:01.198430 +00:00,
81,3fe4bc6e-8034-46ae-a6cd-28e12c7cd2f5,692c9aac-9957-542d-aae5-b41a5dd4f3cd,efa05285-2cb7-4cc6-80a6-73f9d68be34c,3,2026-01-03 18:58:15.899994 +00:00,2026-01-05 17:03:28.512592 +00:00,
82,4edf4221-bf27-4da4-b2cf-c0bdc5521a1d,c266dd54-0cb9-54ad-801c-5ad544343d58,b6949dfd-667c-4d6e-af5d-7ae11a391ef4,2,2026-01-05 17:03:28.821687 +00:00,2026-01-07 17:12:53.316743 +00:00,
83,193435db-241a-4606-a4f3-352d9584206e,bd3a67e1-703a-5110-a46a-823a60147a4d,7bb7f905-73f3-4bfe-af55-2b82985ee53b,2,2026-01-07 03:33:03.363068 +00:00,2026-01-09 04:35:21.763770 +00:00,
84,afe89130-f448-4e1c-a12f-f3ff254b90c8,954ca05f-ccbf-570c-a2d2-5a87d94bf499,e3cd7913-d4cd-4657-8ed1-ffb6cbdfcf0b,1,2026-01-02 16:42:08.528351 +00:00,2026-01-02 16:42:08.528351 +00:00,
85,397c2a3e-c921-43f8-8c9f-76e9b99ce1c7,838e531c-2874-59cb-ad67-2eb517cfd35b,fec0877d-ca36-4c8f-b57d-c5ebcae7a421,1,2026-01-07 20:01:35.531261 +00:00,2026-01-07 20:01:35.531261 +00:00,
86,fd82390e-9974-4f69-99fa-0faf9ac4e715,03e73d6c-2e40-5764-8b45-eb9af6d25bef,bd6b7f65-d605-45ec-af4d-d6659d1f16b9,2,2026-01-03 05:17:54.923927 +00:00,2026-01-06 17:05:10.720404 +00:00,
87,64c153fb-8421-4961-846f-a718d091a6ae,55ba2a08-1329-5b9d-8161-80346ca1a818,79b482c2-858e-4b4b-8c4f-adc5e1756bf5,4,2026-01-02 17:26:07.256662 +00:00,2026-01-08 12:23:38.400734 +00:00,
88,7a676150-3972-4ae2-8f66-cdef8be65f1b,1eb54ec3-c6ba-594b-892c-44a42c235487,b6949dfd-667c-4d6e-af5d-7ae11a391ef4,1,2026-01-02 16:44:21.438887 +00:00,2026-01-09 15:48:27.549581 +00:00,
89,5fa76e53-f837-4e57-8585-e47bcee457a0,692c9aac-9957-542d-aae5-b41a5dd4f3cd,dc824124-e506-4660-93a7-9537486988b4,1,2026-01-05 17:03:28.512592 +00:00,2026-01-05 17:03:28.512592 +00:00,
90,303f7817-5df4-44f9-9782-e2ebe1b839f3,bd3a67e1-703a-5110-a46a-823a60147a4d,e9cc6c9e-f748-496c-ac67-116135c9d7e4,1,2026-01-04 18:32:05.824654 +00:00,2026-01-07 03:32:07.340624 +00:00,
91,e09c1168-d351-489f-892a-b3bab7496661,189f0517-73fe-59e3-802b-b2ea26344753,cd7ad73c-6c7f-409a-9b38-9790691947b0,0,2026-01-04 03:29:34.484827 +00:00,2026-01-07 03:35:07.877302 +00:00,
92,b378647f-8ad1-4950-bb03-a5d39106157f,55ba2a08-1329-5b9d-8161-80346ca1a818,4c4e032b-f19c-4a2c-9366-31aee28ba39a,3,2026-01-02 17:26:07.256662 +00:00,2026-01-05 17:02:27.000137 +00:00,
93,bec8c8b5-a535-44ff-a022-a00ae41ac8ba,b82fffa0-52fa-531a-958f-81d8f19b4e2f,bd6b7f65-d605-45ec-af4d-d6659d1f16b9,1,2026-01-02 16:43:56.541705 +00:00,2026-01-02 16:43:56.541705 +00:00,
94,958f55c3-9cdf-4042-8dff-e7c586d6f51e,d21a1b6e-6f6b-5be1-acb8-97ea0ffab253,7bb7f905-73f3-4bfe-af55-2b82985ee53b,2,2026-01-02 16:45:47.369638 +00:00,2026-01-05 17:04:37.677679 +00:00,
95,8a3c91b6-79e6-4f07-bebf-5d00efdd0368,600d973c-c978-59c1-9ab2-28fbd6cc393f,12bcb95e-0ef7-46c6-aa25-2de7588d8037,1,2026-01-07 20:14:18.022322 +00:00,2026-01-07 20:14:18.022322 +00:00,
96,dc5cbb1f-6a49-4fe4-8151-dcce981ff6cb,dec41b6c-fc1d-5659-95e1-da9262145cc5,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,1,2026-01-02 16:43:39.736795 +00:00,2026-01-08 11:41:52.689397 +00:00,
97,cc990143-4225-4205-885d-3c12371b8bd5,d2bd51d6-f24b-5207-8033-4a2fbc643f18,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,1,2026-01-09 09:27:54.902928 +00:00,2026-01-09 09:27:54.902928 +00:00,
98,9c8fbe46-c0d1-42f6-b9e7-ccc38578e5ed,835e41b8-b0b3-5bf5-b4c2-ae5a757fc417,43630673-e290-4a2c-9060-79effdfad541,2,2026-01-03 17:45:39.554536 +00:00,2026-01-05 17:19:28.784325 +00:00,
99,5b614fbe-5428-4a8d-a8fb-c5405f6d52b4,4a8c64ed-a626-5205-913c-fba77ebb8f2e,7bb7f905-73f3-4bfe-af55-2b82985ee53b,1,2026-01-02 16:45:17.483289 +00:00,2026-01-02 16:45:17.483289 +00:00,
100,0e03a7ab-538d-4c2f-885d-1f655ed93a62,189f0517-73fe-59e3-802b-b2ea26344753,cdac1fc8-7c01-4844-8f00-5c55fbd35c57,2,2026-01-07 03:33:32.254217 +00:00,2026-01-07 03:35:07.877302 +00:00,
101,9ffba392-490e-42bf-a61e-5e0fdf214912,dec41b6c-fc1d-5659-95e1-da9262145cc5,79b482c2-858e-4b4b-8c4f-adc5e1756bf5,2,2026-01-02 16:43:39.736795 +00:00,2026-01-08 11:42:11.177185 +00:00,
102,8f0da7aa-e0be-4d6e-adcb-6961f25185f1,00672d4b-4777-5f6c-a44f-68469351b92a,52dda1b6-c2a3-462f-9331-6d5412a27e16,1,2026-01-08 17:03:21.398781 +00:00,2026-01-08 17:03:21.398781 +00:00,
103,4536f944-8cee-4c98-b498-64670c63465a,55dddec1-1a52-5dbb-970b-71dd42ca962a,b6949dfd-667c-4d6e-af5d-7ae11a391ef4,1,2026-01-05 02:26:32.363089 +00:00,2026-01-05 02:26:32.363089 +00:00,
104,ebc46fff-d9e5-4673-b677-33d124030ae4,55dddec1-1a52-5dbb-970b-71dd42ca962a,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,1,2026-01-05 02:26:32.363089 +00:00,2026-01-05 02:26:32.363089 +00:00,
105,e281bfd3-93dd-4ef8-b93f-c0bd80bb41b5,9ef77d20-a79a-5773-a0f1-dc6bfe31a288,638dc68d-c793-4e62-8d00-45a00ee27df2,3,2026-01-02 16:48:47.984941 +00:00,2026-01-08 16:34:20.783301 +00:00,
106,8d8b6692-d409-43d2-97f2-5942515e4090,7618c48a-fc9e-509b-bbf4-73afa9b4f396,3f459b32-ba03-4bc6-9888-050eb404f35b,1,2026-01-09 09:32:19.581537 +00:00,2026-01-09 09:32:19.581537 +00:00,
107,5ea901ac-0611-4280-a1f9-b30637fb07c8,1138e5f0-7eb5-5ed9-b227-74b2dc974a61,90041d37-8eea-40f8-bc4c-162749f0fe6f,2,2026-01-07 20:02:03.955252 +00:00,2026-01-09 06:10:52.176547 +00:00,
108,c6c97e90-8c5d-44cd-ae43-7832f5927e07,434434b2-636a-50cc-a091-b964990e2e29,bd6b7f65-d605-45ec-af4d-d6659d1f16b9,1,2026-01-03 18:31:46.470214 +00:00,2026-01-08 16:56:17.870836 +00:00,
